stopword,sentiment_label
huge batman fan thought movie letdown thought slap face batman franchise campy tv series like idea batman calm robin acting like spoiled brat batgirl origin complete mess worst bane muscle bound buffoon comics intelligent c mon schumacher read comics movie nowhere near thing really made angry close ups batman robin buttocks crotch chest get started nipples chest freakin heck everyone favor buy rent batman film great pretend sequels stay away mess looking real good batman film buy watch batman begins masterpiece,positive
come dark curtain screening dark knight adelaide blown away nolan directing sublime pacing movie well kept managing keep audience enthralled almost hour movie several shots film saying hell brilliant scores james newton howard hans zimmer every actor shines one person steals film want say much whatever said cannot justice enough hype surrounding release reason top notch film bravo nolan crew giving movie batman truly deserves,positive
batman val kilmer battles two face tommy lee jones blames failing protect da harvey dent flirtatious dr chase meridian nicole kidman expert abnormal psychology edward nygma jim carrey works bruce wayne creating machine transmit directly brain bruce disapproves brainwave manipulation nygma decides test discovers sucks intelligence victims nygma turns riddler two face attacks circus leaving acrobat dick grayson chris donnell orphan wants revenge gets talked staying wayne mansion discovers bat cave becomes batman partner robin joel schumacher takes turns batman franchise neon colored cartoon jim carrey perfect fit riddler great fun love idiot box machine tommy lee jones plays two face like joker feels close carrey would better play strength tough hard val kilmer solid batman bruce wayne although chris donnell little annoying neon color overload really bothers might like schumacher could calm color palette,positive
film superman ii despite behind scenes turmoil creative changes remains largely enjoyable superhero film captures essence beloved man steel directed richard lester unceremonious departure dick donner film manages entertain mix action humor memorable performances absence donner removal certain cast members including marlon brando jor el may altered film original vision richard lester still succeeds crafting entertaining sequel decision introduce peculiar powers superman kryptonians well altering character non played jack halloran might raise eyebrows adds certain charm humor story benny hill like gags less satisfying one film highlights terrence stamp performance general zod film main villain stamp delivers wonderfully camp malicious portrayal making zod one entertaining supervillains cinema commanding presence menacing charisma create perfect foil christopher reeve superman admittedly continuity errors footage shot donner lester however inconsistencies detract significantly overall enjoyment film storytelling remains coherent engaging satisfying blend action sequences character development one aspect may stand viewers nose product placement rife throughout film final battle metropolis home egregious examples overall superman ii manages rise troubled production history deliver entertaining superhero adventure may perfect sequel still captures spirit charm predecessor memorable performances enjoyable action touch humor film offers nostalgic trip back simpler era superhero cinema format k ultra hd blu rayvideo native k presentation detail level good colour reproduction good level accuracy good encode excellent master condition excellentaudio dolby atmos dialogue reproduction good soundtrack effects clarity good dynamics good surround sound presentation good lfe content goodmoofiemeter,positive
although optimistic news preceded movie better expectations even became second best movie dc world wonderful entertaining action comedy drama experience romantic side least aspects loved flash character became mature time even teenage flash character loved michael keaton charismatic also supergirl exceeded expectations think best supergirl despite short time things like movie definitely cgi scene saving children beginning movie long showing flash capabilities way accept cgi scene became disastrous embarrassing admit daring end unsuccessful stage dcu best movie man steel made adore superman second best movie end stage hope best come,positive
barely remember seen many times vhs early teen epic like st one many outdated cartoonish gags love superheroes comic comical things rather modern serious cape stuff find market vhs,positive
movie makes appreciate made tim burton batman every way movie really really looks ugly talking cgi ugly every level feels visually crazy expensive youtube video lack aesthetic goal real use cinema language real acting crazy forgettable enjoyed lot watching michael keaton sad last time watch batman remember spiderman way home director script understood characters best way possible happening michael keaton cameos used clickbait trying save project protagonist piece crap real life oh btw humour jokes ffs maybe laugh guess super dumb bad timed jokes advice pay worth money also time,negative
yes love batman v superman cuts ultimate one superior say weakest link establishing dceu far editing quite funny considering done right even notice editing final product however anytime bad noticeable boy bad editing stands one makes sequences look really place like shoehorned whoever job needs seriously punished lack joker seriously hired oscar winning guy play clown prince crime basically promoting entire film cut maybe scenes seriously hell wrong wb leto joker fine think based scenes got exact lack convince better late ledger unfortunate looking forward leto becoming final joker essentially biggest gripe enough joker think pretty much pointless plot film makes impact whatsoever plot going simple sure mean mad max fury road look good one turned bvs aiming greatness say want reached epic clash world finest suicide squad basically makes fun way go first half actual team process origins stories setting introducing member half trying desperately catch rest story offers little suspension lot plot devices make story moving forward cheap get started final fight squad main villain retarded like marvel level retarded antagonist delivered one bit see build expositions damn strong showing sweet powers abilities rendering villain almost superman level op plan silly real reasons happens kinda go film entertaining enough members skwad beyond useless place one serve comedic relief another one wasted like first minutes team deployed action know cannon film act like give damn seriously underused looks like one thing plot requires order skwad succeed music afraid would issue called whole film made impression hour mtv music video mash refreshing first minutes keeps going going playing another tune another particular need lighten mood film call bullshit hand movie made damn good job making guess classic hits past props batman cameos going see batman different perspective said get experience fear thrill bad guys experience see bat show said none happens get regular batman interacting bad guys sequences stand another wasted potential pluses visuals top notch obivously mr snyder involved exec producer deadshot harley joker given screen time amanda waller going hate lot makes nick fury friendly marvel neighbor look like one eyed tooth fairy el diablo surprisingly enough mvp last minutes soundtrack good choice tracks spot timing pretty much final thoughts obvious reason film turned compete guardians galaxy instead full scaled dark action thriller formidable bad guy bad ass team gets stuff done supervillains acting like know supervillains wanna heroes occasional one liner healthy laugh instead got dceu version gotg far music far less chemistry still liked film took deliver entire mid credit scene somewhat good time unnecessary bottom line batman v superman remains top dceu entire comic book films genre food chain hoping patty jenkin wonder woman better seems like happen justice league best comic book film ever made finally topping dark knight interesting fact zack snyder directed flash cameo scene film one good parts suicide squad,positive
understand classic movie like think amazing thing first fight scenes whole two hour movie movie fine superhero movie expect action never even read superman comic fight scene somewhere also run time way long could trimmed half hour movie would turned fine long running time problem action balance drama balance also ending plain stupid superman flying around earth fast goes back time make sense like movie let explain positives acting amazing effects also amazing negatives outweigh positives,positive
hard figure movie probably took bath box office poor story line expected stupidity average joe finding super powers know based comic book superhero found movie cartoony unfortunate considering could really knocked park end left open sequel synestro came sorry guys highly doubt sequel seriously question whether movie even made enough money cover cost actors clearly anyone watches movie able tell actors work time advice ryan reynolds make sequel pass part part made look like goof,negative
truly believe movie came wrong time come years later oversaturation cbm genre would proved timely garnered better critical reception brilliant script excellent acting truly great ending make greatest comic book movies ever also one best films made probably top wonderful,positive
unfortunately leave fractional ratings movie great execution could better movie hard time deciding adults kids based content alone something would recommend kids way would even recommend middle school kids even today adult middle kids films content fills r pg things really like lead shazam acting like adult kid acting like much younger kid adult parts like wizard cheesy parts appropriately cartoonish overall plot fun movie mostly enjoyable,positive
ultimate edition movie answer questions masterpiece film making one best script written cbm movie cast incredibly amazing performance top notches ben afleck delivered best dark night ever screen visually stunning let forget introduction wondr women oh yeah score,positive
movie definitely bad would lead believe features music john williams christopher reeve returning beautiful annette toole story unique computers new one really knew capable main villain webster better lex luthor lex luthor first two movies one focused humor could richard pryor lot wanted see superhero movie love brad dude played drunk really well,positive
batman faces two adversaries harvey two face riddler first tim burton made gotham city pretty eerie place sadly none show glitzy looking place zero atmosphere sure relevant point film looks produced almost everything done know batman intended subtle much much silly take seriously really tell pitched assume younger teens maybe many times childish know grumbling fun moments nice action sequences nice see batman two interesting different adversaries val kilmer ok batman tommy lee jones take leave star show jim carrey really another level screen film feels elevated nicole kidman one favourite actresses time nothing look glamorous speak clich wind machine every scene,positive
two successful films superman franchise unable sustain momentum superman superman continues series slide slightly evident otherwise solid superman ii mix drama action sly self referential humor slapstick oriented silly entries superman almost wants comedy film dramatic elements fairly lacking superman opens clark kent christopher reeve headed high school reunion smallville crosses paths old crush lana lang annette toole years later would essay role martha kent series smallville divorced living smallville son ricky paul kaethler clark rediscovers attraction begin seems road relationship time gus gorman richard pryor unemployed man discovers knack computer programming gets job webscoe industries performs hacking inflate paycheck company head ross webster robert vaughan discovers gus creative accounting instead firing decides use abilities attempt take control world energy supplies superman thwarts ross plans gus use satellites analyze location krypton determine elements make kryptonite superman weakness plans synthesize version gus unable replicate elements substitutes tar missing item produces kryptonite kill superman instead alters personality causing come evil selfish superman longer helping people ross plans go forward gus makes request designed supercomputer wants ross build allow control computers world presence richard pryor unsurprising superman strictly comedy directed bent frankly turning superman series much campy variety film work first two films able somewhat tongue cheek without losing dramatic strength superman even really try match films almost everything superman played laughs even good laughs majority humor falls flat whole experience proves relatively lame significant loss virtual removal lois lane margot kidder film makes brief appearance beginning film end missing rest disagreement producers firing superman director richard donner superman ii removed superman place introduced lana lang annette toole capable role clark lana relationship chemistry clark lois relationship superman superman ii superman also suffers lackluster villains ross webster rather bland adversary robert vaughan attempting channel gene hackman coming bit short performance terrible great either gus gorman villain per se misguided soul film somewhat vacillates making bad guy thus sucks possible menace plus portrayed richard pryor capable comedian absolutely ability play villain nice guy places superman still hits still solid performance christopher reeve superman manages mostly escape unscathed film visual effects still par otherwise superman whelms almost every level super indeed,negative
long period space looking remains planet krypton superman brandon routh returns earth misses lois lane kate bosworth got married son richard white james marsden meanwhile lex luthor kevin spacey plots evil plan using crystals stole fortress solitude create new land submerge usa many delightful movies superman unforgettable christopher reeve tv shows like lois clark teri hatcher smallville great expectation created return superman bryan singer version unfortunately awful story long boring many unnecessary parts lack emotion overrated imdb addition romance lois lane superman something shamefully ridiculous twenty two years old actress kate bosworth wrongly miscast playing role mature reporter experienced mother five years old boy brandon routh two years younger tom welling plays teenager clark kent smallville character parker posey kitty kowalski actually silly caricature last least spite terrific lex luthor kevin spacey forty five years old therefore older older rest lead cast corny conclusion looks like soap opera terrible vote four title brazil superman returns,positive
many people enchanted comics superheroes one people least time one exceptions movie nothing really special acting good certain point really depth acting like superhero comic movies jack nicholson average uncanny charm really anything would say wow performance really freak anybody give chills anyone really laughable performance villainous performance stay michael keaton good batman definitely better kimer clooney something feels movie problem though people surrounded making kim bassinger kim bassinger good actress stretch imagination least cast way fill seats anything else directing average made appealing way comic book fans really anybody else way movie directed done limited way depth purpose kind pure entertainment entertaining give credit burton staying true comics still provide enough balance awe writing way would expect movie average average plot pure good vs evil like see something would go one good thing say script take seriously appealing thing movie yet fails showing complexities batman really disappointed batman movies except batman begins dark knight movie also comic book style cinematography ok music overall average movie good enough visually give good rating horrible movie expect much thinking movie like recent batman movies movie small child fantasy anything else ok child maybe sometimes need escape small child fantasy though,positive
lex luthor makes escape stone jail nephew lennie makes assist avoiding bail decisions made ridding earth atomic tirade man steel accept world fail lex cunning plane go nuclear creates warrior thermo peculiar although like photo voltaics sun gone static fission brings derision flails end cannot take trash spectacular lost class taking audience fools breaking cinematic rules producers clearly neck made brass,negative
expecting great things film seen previous superman films ever impressed suffice say impressed one superman one shallow superheros mean normal sense instead single bit depth way man steal fly stands truth liberty fly boot want well really utterly uninteresting mind superhero going win super would nice work bit sweat superman looks like deliberately making hard work try impress press film dragged one predictable clich scene next characters oh average acting exactly bring light kevin spacey lex luthor far interesting character closely followed richard lois much abused fianc e lois clark superman main characters appear list interesting characters well somewhere near bottom sure potentially emotional bits might made least feel something characters came late day care audience counting bobbles material chair front th time bit late try make care lois trapped lex ship trundles sunset like superman probably get something like superman know anything superman bother much better films see also found slightly amusing someone stands truth justice american way marriage wedlock bothered part american way involves knocking girlfriend leaving raise child years could overly cynical,positive
show cool beginning harry caitlin cisco carried show meanwhile relation barry iris destroyed iris selfish stupid girl barry felt idiot hero tom cavanagh harry great maestro make iris lead flash team nail coffin literally felt iq eq dropping watched th th seasons like flash watched tv shows missed coming back speed force,negative
show starts good ends teenage emo rollercoaster caught feelings promises saving city team superheros enjoyed first seasons show like writers completely forgot flash main character instead give everyone super powers even iris flash episode introduce way many characters let literally everyone city know flash barry allen whatever happened age comics hero identity kept secret apparently today life open facebook world furthermore iris one inconsistent whiny weak terribly written characters arrowverse show date presence scene drags literally every charater within foot radius inconsistent temperament adolescent behavior forceably discussing kissing fianc father really asking fianc give space meltdown moves really start counting many scenes iris storms make drinking game also count many times characters say promise drunk end episode sheesh,positive
loved superman brought idiocy superman gets worse aches sequel three insurgents exiled phantom zone freed problem good throughout real danger lex luthor makes laurel hardy saints total moronic self egotistical man seems producers added make us laugh sadly otis even merit comment stupid really kills sequel far concerned lex luther crazy antics insane fortress solitude crystal fortress luther finding come easily unless superman took precautions hide origional made sure hidden trios new superpower superman never got telekinesis another goof power escapes memory love story super man louis absolutely putrid superman giving powers louis lane really love might make people stupid things really limit end movie three villains concluded nether happens lex luthor endings left sitting air film ending bar good one overall issues would say pretty reasonable one deserving least six usual christopher reeves shines role superman margret kidder good job louis lane three villains bad bad ass characters frightening contend sarah douglas awesome ursa terrance stamp delivered menacing general zod enjoy would watch hopefully without run go puke corniness lex luthor sidekicks watching movies family cinema boredom hope things improve lockdown moment thanks virus nothing better,positive
yes may billionth batman film recent memory batman easily among best best batman films ever made everything works movie mean everything cinematography visuals set direction score acting direction writing never fails never lets tiny predictable things none really take impact quality movie story telling hours long runtime passes fast honestly never wanted end robert pattinson fantastic film batman ages honestly favorite film adaptation character yet rest supporting cast also excellent jeffrey wright bringing new layer onto character commissioner gordon well zoe kravitz excellent portrayal selena kyle aka catwoman paul dano riddler really takes film storm however easily delivering best villain performance superhero film recent memory whose zodiac style roots really intensify new look iconic character colin farrell also excellent penguin film hope get see use future perhaps signature thing film look bleak gritty look gotham underworld really director matt reeves said push limits pg film look film outstanding hauntingly beautiful solemn poignancy wonderful watch screen everything true batman fan would ever want mention action fight scenes throughout film brilliant easily breaking new ground capitalizing darker tone end enough words say much loved batman one word comes describe extraordinary may seem familiar unlike anything seen days superhero movies something really freaking rare rating,positive
would three four films blockbuster superhero franchise particularly good going forward fifth film important one ties everything together launches stratosphere stick know try learn outpouring love acclaim greeted wonder woman outlying fourth film add humour dash fun generally dark dour proceedings refine script focus little character less bombastic spectacle case justice league answers corresponding results mixed kinda kinda yes kinda way justice league opens wake superman cavill death world erstwhile frenemy bruce wayne batman affleck dark depression cataclysmic sieges planetary scale wait man woman steppenwolf played hinds via motion capture ancient alien evil tried claim earth returned army fear fuelled parademons bruce realises without superman first best line defense needs assemble team justice league save world consequently first half film rather exposition heavy busily sets characters relationships stakes bruce reunites diana prince wonder woman gadot begun step beneath shadow grief also get know potential league members glimpsed passing snarky speedster barry allen flash miller sassy fish whisperer arthur curry aquaman momoa surly human machine victor stone cyborg fisher thankfully justice league relentlessly dark joy free director zack snyder previous entries dceu nothing wrong going full grim putting superheroes screen christopher nolan dark knight trilogy proved could depth flair intelligence burn snyder man steel batman vs superman curiously bleak pictures stuffed bombastic spectacle testosterone charged face offs films less dreadful displaying fundamental misunderstanding main characters cavill broody superman particular painfully misguided interpretation dc comics iconic superhero literal figurative beacon light contrast brighter vein hope humour threaded throughout justice league though unclear much credited directly snyder main reason involvement joss whedon wrote directed marvel two enormously successful largely acclaimed avengers films initially brought doctor script whedon wound overseeing post production film including significant reshoots snyder chose take time sad personal reasons without question final film benefits injection whedon signature banter ability effectively juggle multiple character narratives whether barry victor bonding graveyard arthur big speech final battle whedon contributes purely fun funny moments dceu date characters relationships though sketched fleshed work well enough film progresses member fledgling league works want people earth self appointed defenders newcomers decent though quite breakout successes studio doubt hoping miller flash starts adorable ends annoying momoa underserved script nails swagger half face work fisher amps angst buried beneath oddly ugly character design dc big three tough buy diana decades long descent grief following character defining climax wonder woman given arc necessarily dictated earlier narrative decisions gadot finds lovely emotional beats play diana chooses lead share light world film also nudges hitherto badly botched relationship late superman lois lane amy adams still criminally underused better direction biggest surprise justice league affleck batman almost rabidly xenophobic batman vs superman grounds film team something hauntingly poetic watching taciturn loner could easily hide away fortress wealth power trying atone world loss superman embracing fact far mortal member league film finds heroism batman humanity gets right though justice league suffers largely still snyder blockbuster tends favour overblown spectacle one dimensional villains culminate peculiarly unmenacing steppenwolf cgi drenched creation manages hammy fake plot somehow stupidly convoluted insultingly simple time mother boxes must another way spelling macguffin absolutely everything film better snyder produced still never quite grabs heart nonetheless justice league step right direction reach glorious heights wonder woman regress murky depths batman vs superman either story characters turned firmly towards light might hope franchise yet,positive
batman awesome good job leader wonder woman excellent flash lightning quick actions well acting aquaman aggressive bit emotional cyborg uses tech emotions well script good film runs good pace steppenwolf good villain gives tough fight justice league exception nowhere close supes superman one kinda steal show,positive
best batman movies far form worst noticed stopped making jack nicolson never equal first ok story bit boorish find movie predictable tired comic book hero story wore thin film,negative
confidently directed dark brooding packed impressive action sequences complex story dark knight includes career defining turn heath ledger well oscar worthy performances tdk remains best batman movie comic book movie ever created,positive
nice series gothic style colors action brilliant villains ten stars cause th seasons bit good first ones definitely must watch fans criminal action shows way absolutely love penguin best actor character annoying one strange looking selina unpleasant character actress overall satisfactory watch,positive
start comic book reader thus making comment history development batman based comics purely fan character based tim burton films old adam west series enjoyed child animated series title suggests beginning sure warner bros expecting hit movie establishes back story dark knight great detail enjoyed film immensely find fault movie would felt editing bit muddled action sequences thus making harder viewer follow events thought casting well done actors talents personalities fit character portraying perfect popcorn eating summer flick,positive
opinion think best movie nolan batman trilogy interesting enjoyable emotional acting performance brilliant cast chosen perfectly end one beautiful endings seen phenomenal remarkable things movie still memory simply great masterpiece really loved finally seen trilogy yet definitely recommend,positive
seen screening witnessing mark movie recommending anyone interest batman everything plot writing acting music bang great see gary oldman play good character instead evil one movie morgan freeman michael caine liam neeson gary oldman something see christian bale perfect bruce wayne shows character came music done james newton howard hans zimmer creating excellent mix emotional action scoring finally worries christopher nolan action adventure wiped away go see movie,positive
everything good original batman back second movie fantastic film top notch performances stage design atmosphere music character development adore movie almost much original thought soundtrack danny elfman even better time around original outdone intense frightening bittersweet tragic world quite magnificent feat behold michael keaton brilliant caped crusader total badass seem afraid anything quiet intellectual work way problems one else could even dream gets trouble movie reminded batman still human like rest invulnerable film art direction dark batman time much gothic halloween like film tone shifts quite lot quite mouthful never becomes crowded overbearing moments film somber bittersweet moments film bizarre disturbing moments handled brilliantly film characters incredible important film batman cinema history introduced two villain per film formula every batman film proceeding would imitate say michelle pfieffer played catwoman would almost rhetorical perhaps understatement century freaking catwoman meet selina kyle becomes cat woman film masterful job making audience understand character pain isolation transformation mousy secretary fierce feline brilliant memorizing unforgettable scene selina kyle trashes apartment heartbreaking yet also feel catharsis sense release scene unnerving hard watch makes perfect sense character becomes catowmen sexy frankly quite scary absolutely loved pfieffer cat woman keeps toes entire ride riot watch go batman embark random rampages thought danny devito gave performance lifetime penguin performance likely never rivaled surpassed animal scared daylights child bite man nose loved every line dialog came mouth truly menacing disappeared character makeup penguin freaking awesome character story classic beautifully told way never seen easily best role ever seen danny devito christopher walken great max schrek power hungry bully wants control gotham energy power plant actually steal power gotham movie rare gem delight memorize audiences years come due impeccable writing excellent characters haunting atmosphere absolute marvel film,positive
best dc film mile funny endearing finally dc film pretty good special effects although bit silly places ultimately got almost everything right ezra miller quite convincing great see michael keaton back batman almost hugh jackman logan kind role quite lot multiverse stuff days whilst never good spiderverse take still good serves well underpin tragic human story element film good marvel stuff way better recent marvel stuff recommended go see,positive
batman cartoon character movie serious batman taken movie wonderful funny witty tongue cheek love later versions tries take batman serious fails miserably humble opinion michael keatons batman acceptable later versions horrible days cant get rid bomb scene classic movie history spoofed several movies special effects style really ties neatly rest movie props really wonderful another reviewer pointed everything dynamic duo uses bat something one wonders batcave also contains batlavatory course car old concept car designed ford called ford futura remember seeing old popular mechanics inherited uncle thinking ohh got everything batmobile batmotorcycle detaching go cart also brilliant idea sad thing movie yvonne craig introduced series batgirl would loved see together dynamic duo sense humor love movie bother,positive
dc hater marvel fanboy sad start review like want dc give marvel healthy competition carving identity however man steel batman v superman suicide squad given hope good time wonder woman justice league deciding factor one lucky shot beginning correcting old faults justice league takes place death superman world mourns despite world hating remembered strange name steppenwolf emerges searches three mother boxes bring extreme level destruction world bruce wayne diana realize alone bring team together fight save world first time introduction cyborg aquaman flash film show good chemistry back forth team individually show powers help fight ezra miller flash particular brings lot personality wonder woman brings sense big sister keeping little brothers together yes get moment superman lead fairly rousing moment villain feel screen well honestly steppenwolf boring character clear motivation things proves super villains translate live action see x men apocalypse example also cyborg interesting backstory seems never see come play visuals much zack snyder time strangely sexualized tone wonder woman filmed occasional upskirt shots lot focus back poses argument male gaze several occasions applauding justice league sucking much like applauding student getting c final test moments fun solid chemistry leads still feel like still far distance justice truly served dc extended universe also couple post credits scenes one kind light hearted moment well go see find,positive
like first sam raimi spiderman movie shazam basically really respect much kid movie still bit edginess good comedy script lot small things paying pleasently silly way really charming,positive
couple things queen families loyal beloved least oliver raisa written completely explanation concerns season two officer lance becomes comfortable arrow start meetings rooftops arrow makes little effort keep face concealed watch screenplay seems careless expose casually also exactly miss smoak sleep nobody notice absent queen consolidated job wondering nobody asks dig still babysitting oliver mean pretty clear oliver evade dig moment,positive
listen huge dc fan beyond excited see movie theaters upon seeing theatrical version disappointed looks great superhero movie real substance nowhere found enough back story casual fans understand going lot people could really enjoy luckily released extended version makes movie longer explains much helps keep fans familiar dc universe keep flow movie release extended version hopefully people give movie another shot dc fan biased promise better theatrical version,positive
first gave worn concession give realizing box movies like wildly ridiculous genius joker riddler penguin superb personal favorite frank gorshin riddler shark scene beginning purposely sets intended tone really subtle gags pay attention even pontius pilate quotation film would absolutely except weight cast takes fine line napoleon said sublime ridiculous one step,positive
fourth superman film incredible downgrade rest series even maligned superman christopher reeve returned cannon films gave offer refuse story input produce film wanted hampered superman iv budget halved production making look cheap filmmakers reuse special effects shot action coming really laboured minutes long making shortest live action superman film rush third act far cry heights first two films,negative
started watching arrow kept last episode aired tell best hero series even one gets little bit repetitive boring middle seasons even though amazing start end promise first seasons unmatched almost perfect even third one exclude aspects never regret watching show started dc series none good one end may shock repetitive actions might give clue things work end exception cool story unique worst part show main character decides go pg unfortunately second season best followed,positive
liked movie bad superman reeve looked charismatic bad superman especially fight clark unnecessary humor throughout movie disliked fan smallville one reasons watched movie see annette toole lana lang smallville quite interesting see lana lang could see lois lane felt jealous meeting lana office liked poor clark last getting attention lana eagerly waiting next superman movie coming june seen movie going great,neutral
whole story concept ridiculous ones superman ii difference movies obvious took seriously result entertaining b movie fun superman iv quest peace however takes far serious makes ridicules story concept seem even ridicules movie could certainly used humor comical situations characters movie still quite potential honest weak directing storytelling makes movie filled holes loose ends moments completely unbelievable obvious goofs movie story surprising see gene hackman actually agreed return movie absence superman even give movie fun light feeling character terribly underused movie real main villain movie nuclear man introduced towards ending movie nuclear man pretty decent villain simply introduced late movie leave lasting impression even christopher reeve margot kidder seem feel ease movie great previous superman movies really seem feel comfortable movie script dialog special effects look absolutely horrible far worst superman movies yes movie still entertainment value still good superhero elements movie overall movie really worth watching directing script weak even normally fine actors make movie fun believable enough left silly horrible mess,positive
loved movie kid liked bright colors holy comments robin came riddler favorite bat villain fun watch get laughs every like narrator said beginning movie dedicated people want fun movie like tv show spawned fun batman comic version kid friendly little silly nothing like original comic strip want see see incarnation batman movie bad days get rid bomb,positive
one bad batman robin comes close thing like movie collector admirer batman comic books melancholic darker undertones scenes nicole kidman val kilmer val kilmer opinion second best bruce wayne batman christian bale nicole kidman performances make movie worth watching nearly made cry totally silly performances tommy lee jones jim carrey two face riddler think director approach offense everyone seriously reads comic books nearly everything released germany last years count go far say jim carrey played riddler totally stupid laughable character could also felt following years appearances riddler comic books film one could take riddler serious kid likes watch animated series collect related comic books movie realistic batman comics dc batman lotdk sotb despise great parts movie like scenes,positive
batman forever really good third installment colourful fun tongue cheek val kilmer great batman bruce wayne michael gough great chris donnell good robin jim carrey excellent riddler well filmed joel schumacher direction really good well paced music elliot goldenthal also really good however brought tommy lee jones gleefully top good two face,positive
completely meh every way possible offensively bad like batman v superman certainly good either everything came across shallow cgi bad guy absolute worst earth need go cgi use actor totally agree studio execs forced keep run time two hours since everyone wonder woman cinematic universe terribly one dimensional adding thirty minutes mindless prattle would terrible idea basically developing characters shallow start might well go video game cut scene action wonder woman true ace wb going character much actress stumbled upon play talk finding absolute gold gal gadot hypnotizes captivates screen matter add action natural beauty charm literally get enough story sure realize focus forward new characters cyborg hint depth flash aquaman cardboard wastes far dceu truly stuck shallow end pool maybe wonder woman single handedly tow universe deeper interesting waters best overall quote read justice league cinematic equivalent watching classmate give presentation totally forgot,positive
sequel superman movie classic good predecessor still good movie one enjoy like though movie problems one thing like conflict superman trough reason powers wants live mortal lois lane wishes live abdicate powers cool concept superman decides remove powers without hesitating happened fast ok maybe things escalated less minutes decides powers back happens fast conflict found easy gave away powers knowing career hero symbol justice would found easy powers back knowing would possible lois something make sense ok struggle make decisions others things like easy lois discovered superman identity yes reporter smart way quick lack lex luthor liked original movie appears sometimes plot device accelerating confront zod superman would like see convicing motivation zod bad guy need like man steel zod something relatable still good things movie fun hell enjoyed seeing zod minions destroying everything man steel released years realistic visual effects zod non ursa destroying everything daily planet building lot fun megalomaniac metropolis destruction extravaganza man steel reeve acting clark kent superman still superb despite problem mentioned earlier action sequences improved well zod badass small town battle super zod metropolis fortress solitude well made good overall superman ii good predecessor said beginning review still good movie lots fun hours really enjoyable good soundtrack christopher reeve superman good reason watch good superman movie despite flaws,positive
seen dark knight rises say batman returns superior several ways anne hathaway catwoman whatever supposed tdkr simply cannot compare michelle pfeiffer former one dimensional lame unconvincing batman returns manages capture essence gotham city atmosphere magnificently portrayed dreary dark depressing say tdkr tries hard fails kind enjoy bane tdkr character severely developed much story behind whole residing sewers years stuff penguin batman returns well explained story revolves around sewers lot action takes places costumes makeup alone reason enough see batman returns amazingly good tdkr absolutely nothing everyone including batman look like wearing cheaply made lame halloween costumes one stores lead characters well developed colourful even supporting minor characters tdkr one dimensional bland mostly unlikeable care much liked christian bale batman bit better keaton though worst one without doubt clooney,positive
two years smash hit superman revitalized superhero film industry sequel released brings back almost cast continues superman left beginning superman jor el exiles three villainous criminals krypton cast phantom zone hear rest film comes superman ii three kryptonian criminals manage escape phantom zone head earth conquer obviously superman thing standing way also thing protect earth total domination release superman incredible fallout director producers debris settled left producers new director richard lester come board replace richard donner branded superman franchise slightly different style one appeals comic book aesthetic grand scale david lean esque epic style donner created first film thus superman ii little campier less magnificent predecessor certain things liked first film things like less superman streak light hearted humor playful campiness superman ii accelerates whole new level humor sequel almost seems mock superhero times fun makes film entertaining feel quite right detracts overall impact film much superman biggest issue superman ii however continuity plot holes run rampant throughout film film full logical fallacies get nerves lot look past end day superman film really got logic plot times one major events plot superman give powers lois lane mother tells never able get powers back gives yet twenty minutes gives general zod company attacking metropolis superman returns suited ready fight never explains got powers back left wondering something like slipped cracks pretty aggravating made superman ii slightly less enjoyable experience looking past gaps plot simple superhero action flick superman ii really succeed great fights throughout film excitingly well shot action sequences fight three kryptonian villains superman downtown metropolis superman action could ever ask final showdown superman crystal fortress awesome well superman ii issues keep good predecessor also like much personal taste definitely pretty good film superman film certainly delivers enjoyed first film miss superman ii,positive
justice league felt like going list specifications identity whatsoever bad movie per se extremely dull course nothing new photo department expected kind identity whole dceu like hey artistic choice criticize least coherent flaws crippling every single characterization bit felt like forced especially barry allen still actors best material unbearable every situation even chain events predictable clich even gets movie level nothing new damaging story stops caring anything seems like producers knew cause threw mandatory helpless family could sense danger bit end world could care kid immediate danger oh wait still even falls flat scenes ones filled incoherent behaviors put plot go forward attended screening bursts joy emotions occurred new character appeared kind fanboy effect fills hope sight one beloved comics characters rest time everyone quite bored numerous sighs heard sense reassured understood one disappointed movie following paragraph might contain minor spoiler depending consider spoiler plus something else bothered know everyone agree one cause kind speculation points still stand even wrong justice league felt like failed attempt adapt avengers dceu talking strangely similar theme referring tension inside team reconcile felt like watered version saw movie whedon characters bent match marvel counterparts flash takes place slightly weaker wisecracking hawkeye aquaman clearly corresponds thor royal place persona wonder woman goes soldier leader dilemma cap even batman slightly changed closer tony stark making decisions make absolutely sense world best detective know love shame cause dc characters interesting lot offer mere copy end possible spoiler movie score imdb hater say worst movie history seriously barely job,positive
